,url,snippet,doc_cluster
179,https://archive.org/details/RT_20201120_180000_News#start/834/end/869,"or roy sing above the crowds, shawty brewski, r.t., paris. the european union has failed to agree on a coronavirus recovery fund on a 7 year budget. and during a tense video conference, thursday summit exposed",3
180,https://archive.org/details/RT_20201120_190000_News#start/507/end/542,"differences that i have done in afghanistan. the world health organization has voiced a lot over europe. sergeant coronavirus death rate after $29000.00 fatalities were, registered in a single week. according to the who,",1
181,https://archive.org/details/RT_20201120_190000_News#start/523/end/558,"one person, europe is dying from the virus. every 17 seconds francaise, one of the was hit with intensive care ward, more than 95 percent full and struggling to cope with more than 2000000 covert cases. that is what tally. in fact,",1
182,https://archive.org/details/RT_20201120_190000_News#start/575/end/610,"caregivers, but france has gone on more religious gatherings, including mosques, as part of the lockdown has sent angry believers on to the streets and protest washed up as want. some things are more important than covert restrictions, assaulted devinsky reports, churches may be closed for services,",4
183,https://archive.org/details/RT_20201120_190000_News#start/609/end/644,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers that turned religious leaders say the restrictions of",2
184,https://archive.org/details/RT_20201120_190000_News#start/647/end/682,"health precaution? despite taking their pleas to france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as mers are essential, and should be committed during the lockdown. that angered some while others have",2
185,https://archive.org/details/RT_20201120_190000_News#start/666/end/701,"decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keen not to draw focus from the",9
186,https://archive.org/details/RT_20201120_190000_News#start/785/end/820,"unknowingly. and the way that code has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory your",7
187,https://archive.org/details/RT_20201120_190000_News#start/803/end/838,"forty's, which one services such as this all banned well for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics who have been impacted by this.",4
188,https://archive.org/details/RT_20201120_190000_News#start/940/end/975,back. now the european union has failed to agree on a coronavirus recovery fund and a 7 year budget cuts during a very tense video conference. somewhat exposed a deepening rift between member states on issues ranging from migration to the rule,3
189,https://archive.org/details/RT_20201120_190000_News#start/1278/end/1313,"rather than letting us apply johnnie's events. meanwhile, all the armenians are going back to me when i care about main city of to panic, cut, which remains under control. but as i found out, many of the refugees have nothing to return to the war may be over. but the",1
190,https://archive.org/details/RT_20201120_200000_News#start/33/end/68,foreign powers to control the country. don't think he's in the french complex rally against a found on religious gatherings during the lockdown amid a sergeant code k.,1
191,https://archive.org/details/RT_20201120_200000_News#start/604/end/639,"a law mo, for europe such a great of virus death rate,, top to 29000 fatalities were registered in a single week. according to the who, one possible europe is now dying from the virus every 17 seconds. ron says one of the watched it with intensive care was more than 95 percent of full and struggling",1
192,https://archive.org/details/RT_20201120_200000_News#start/660/end/695,"caregivers. now there's no francis bond on all religious gatherings, including mass as part of the lockdown is that i'm going to believe it's on to the streets and protest washed as want. some things are more important than covert restrictions are. solid deep and ski discusses churches may be closed for services,",4
193,https://archive.org/details/RT_20201120_200000_News#start/695/end/730,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers that turned religious leaders say the restrictions of",2
194,https://archive.org/details/RT_20201120_200000_News#start/733/end/768,"health precautions. despite taking their pleas to france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as mers are essential, and should be permitted during the lockdown that some while others have",2
195,https://archive.org/details/RT_20201120_200000_News#start/752/end/787,"decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keen not to draw focus from the",9
196,https://archive.org/details/RT_20201120_200000_News#start/889/end/924,"forty's, which one services such as this all banned well for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics who have been impacted by this.",4
197,https://archive.org/details/RT_20201120_200000_News#start/871/end/906,"unknowingly. and the way that covert has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory your",7
198,https://archive.org/details/RT_20201120_200000_News#start/1034/end/1069,"of the european union has failed to agree on a coronavirus recovery fund. on the 7 year budget during a tense video conference, 1000 a summit exposed a deepening rift between member states on issues ranging from migration to the rule of rule, p. to all of our reports. migration the budget for the upcoming 7 years. they are the",3
199,https://archive.org/details/RT_20201120_200000_News#start/1690/end/1725,"isolation for community? are you going the right way or are you being that direct? what is true? what is faith? in the world corrupted,",6
200,https://archive.org/details/RT_20201120_200000_News#start/1778/end/1813,"well welcome to visionaries. may sophie shevardnadze, global institutions are ringing or the taking time. that is the climate change. but my guest today believes the panic is unnecessary or even groundless. bjorn lomborg,",0
201,https://archive.org/details/RT_20201120_210000_News#start/587/end/622,"also needs to pay heed to this issue and reconcile their own differences that i have done in afghanistan. the world health organization has voiced alarm over europe, such a growing virus,",1
202,https://archive.org/details/RT_20201120_210000_News#start/604/end/639,"death rate after $29000.00 fatalities were right stood in, a single week. according to the who, one person in europe is now dying from the virus. every 17 seconds. france is one of the worst hit with intensive care ward, more than 95 percent full and struggling to cope with more than 2000000 covert",1
203,https://archive.org/details/RT_20201120_210000_News#start/659/end/694,"another side of this is that france's ban on all religious gatherings, including mass, as part of the lockdown, has sent angry believers on to the streets and protest wash. some things are more important than covert restrictions. as charlotte now reports,",4
204,https://archive.org/details/RT_20201120_210000_News#start/697/end/732,under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings as services. the limits on the numbers that turned religious leaders say the restrictions contrary to see could part,2
205,https://archive.org/details/RT_20201120_210000_News#start/733/end/768,"with health precautions. despite taking their pleas to france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as mass, are essential and should be permitted during the lockdown. that's angered some",2
206,https://archive.org/details/RT_20201120_210000_News#start/752/end/787,"while others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing this time. keen not to draw focus from the",9
207,https://archive.org/details/RT_20201120_210000_News#start/887/end/922,"for services such as this all banned. well, for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics",4
208,https://archive.org/details/RT_20201120_210000_News#start/872/end/907,"unknowingly. and the way that covert has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory,",7
209,https://archive.org/details/RT_20201120_210000_News#start/1036/end/1071,"while the european union has failed to agree on a coronavirus recovery fund, a 7 year budget, very tense, a video conference that exposed a deepening rift between member states on issues ranging from migration to the rule of law reporting from its beach on a migration,",3
210,https://archive.org/details/RT_20201120_220000_News#start/617/end/652,"one person in europe is now dying from the virus every 17 seconds. france is one of the worst hit with intensive care ward, small the 95 percent full, and struggling to cope with more than $2000000.00 covert cases. that is the continent was tiny actually. now medical staff are warning that they simply can no",1
211,https://archive.org/details/RT_20201120_220000_News#start/599/end/634,"differences that i have done in afghanistan. the world health organization has voiced a lot over europe's searchin coronavirus death rate off to 29000 feet. tennessee's well registered in a single week, according to the top,",1
212,https://archive.org/details/RT_20201120_220000_News#start/680/end/715,but carefully are still meeting and they are protesting. lockdown measures that seem religious service is essential,2
213,https://archive.org/details/RT_20201120_220000_News#start/669/end/704,"well, france has been all over large religious gatherings, including mass, as part of the lockdown has sent angry believers on to the streets and protest wash oppose war. and some things are more important than covert restrictions. as solid reports, churches may be closed for services,",4
214,https://archive.org/details/RT_20201120_220000_News#start/706/end/741,"under france's measures to fight the virus. only funerals and weddings are currently allowed in religious buildings or services, but the limits on the numbers that can attend religious leaders say the restrictions of one tree to see could part of the catholic faith,",2
215,https://archive.org/details/RT_20201120_220000_News#start/739/end/774,"france's highest administrative court, the catholic church has failed to persuade the current sleep state that religious services such as smurfs, are essential and should be permitted during the lockdown. that's angered some",2
216,https://archive.org/details/RT_20201120_220000_News#start/759/end/794,"while others have decided to take matters into their own hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keeping not to drop focus from",9
217,https://archive.org/details/RT_20201120_220000_News#start/896/end/931,"forty's, which one services such as this all banned well for the protests by catholics will not be tolerated. life is more important than anything else. and life is about battling the coronavirus. it's not just catholics who have been impacted by this.",4
218,https://archive.org/details/RT_20201120_220000_News#start/878/end/913,"unknowingly. and the way that code has operated with many, many asymptomatic carriers. it's very unlikely that anyone would ever know. so given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory your",7
219,https://archive.org/details/RT_20201120_220000_News#start/1032/end/1067,"isolation or community? are you going the right way or are you being led? so direct. what is true? what is faith? in the world corrupted,",6
220,https://archive.org/details/RT_20201120_220000_News#start/1084/end/1119,welcome back. now the european union has failed to agree on a coronavirus recovery fund and a 7 year budget during a very intense video conference. thursday summit exposed a deepening rift between member states on issues ranging from migration to the rule,3
221,https://archive.org/details/RT_20201120_220000_News#start/1455/end/1490,"that have ruled out movable for longings. and some have even found down that own houses us because they don't want to let ossify johnnie's move. and meanwhile, other armenians are going back to no one i care about, means the chips to panic cut, which remains on to the control teams of russian. rescuers are now helping them",1
222,https://archive.org/details/RT_20201120_230000_News#start/216/end/251,"rallying against the ban on religious gatherings during the lockdown amid a surge in covert cases, one worshipper pointed to disturbing historical parallels in french history. this isn't the 1st time that going to mass is being considered illegal or in the",5
223,https://archive.org/details/RT_20201120_230000_News#start/823/end/858,"voiced alarm over europe's surging coronavirus death rate after $29000.00, fatalities were registered in a single week. according to the who, one person in europe is dying from the virus. every 17 seconds. france is one of the worst hit with intensive care ward,",1
224,https://archive.org/details/RT_20201120_230000_News#start/871/end/906,"comments of the hospital. i've seen that either for the patients but france is banned on all religious gatherings, including mass, as part of the lockdown has sent angry believers on to the streets to protest.",4
225,https://archive.org/details/RT_20201120_230000_News#start/905/end/940,measures that seem religious service is essential under france's measures to fight the virus. only funerals and weddings are,2
226,https://archive.org/details/RT_20201120_230000_News#start/956/end/991,"administrative court, the catholic church has failed to persuade the current sleep state that religious services such as murder or essential and should be permitted during the lockdown. that's angered some while others have decided to take matters into their own",2
227,https://archive.org/details/RT_20201120_230000_News#start/976/end/1011,"hands. well, if i might go to confession with you a bit, charlotte, i did not start going to master in the 1st lockdown, and i don't intend to start doing that this time. keen not to draw focus from the authorities for attending these prohibited masses. we have agreed to hide his",9
228,https://archive.org/details/RT_20201120_230000_News#start/1096/end/1131,"given that i had no intention to distribute the virus or any desire to do so, i couldn't feel bad in that sense. that attitude is likely to in theory, for services such as this all band well for the protests by catholics will",7
229,https://archive.org/details/RT_20201120_230000_News#start/1114/end/1149,"not be tolerated. life is more important than anything else and life is about battling the coronavirus. it's not just catholics who have been impacted by this. the blanket ban hates any religious service. that means that muslims, jews,",4
230,https://archive.org/details/RT_20201120_230000_News#start/1250/end/1285,"is r t international. the european union has failed to agree on a crown, a virus recovery fund and a 7 year budget during a tense, a video conference thursday summit exposed a deepening rift between member states on issues ranging from migration to the rule",3
231,https://archive.org/details/RT_20201120_013000_Boom_Bust#start/206/end/241,the 2nd wave is going to be more apparent and stricter lockdowns emergence are parts of the nation and businesses are forced to either reduce capacity and or operate hours. we're likely to see more unemployment furloughs to the holidays. so this week you see an assault on the biggest surge in jobless claims. and it's,1
232,https://archive.org/details/RT_20201120_013000_Boom_Bust#start/435/end/470,"most other nations are still struggling just to contain the spread of the virus and they're in the midst of obsession. so as such, china now is essentially getting to our own. china has told the nation's 1st met, you only saw him on wednesday, a very strong order book from global investors. so asset china remains to be",1
233,https://archive.org/details/RT_20201120_013000_Boom_Bust#start/601/end/636,"issues in collaboration and dispersed net. so nowadays with the higher voltage, i suspect the forecast today is this great leap benefits that constrain return. is there anything worth your more important time over every month to coronavirus is",1
234,https://archive.org/details/RT_20201120_013000_Boom_Bust#start/1382/end/1417,"that was the next question. and she said, i don't know. and she answered several times saying, i don't know. and as he continued to persist, she finally said, i believe we have an office in iran, that's what she responded. look again, none of this passes the smell test. it is, it is nonsensical to believe and for,",1
235,https://archive.org/details/RT_20201120_013000_Boom_Bust#start/1644/end/1679,"isolation, whole community. are you going the right way or are you being that direct? what is true? what is faith?",6
236,https://archive.org/details/RT_20201120_103000_Boom_Bust#start/351/end/386,"weeks now that as we get further into this through season, the 2nd wave is going to be more apparent and stricter lockdowns emergence are parts of the nation and businesses are forced to either reduce capacity and or operate hours. we're likely to see more unemployment for the holiday season. so",1
237,https://archive.org/details/RT_20201120_103000_Boom_Bust#start/579/end/614,"some 25 percent next year due to increase in domestic consumption. so meanwhile, most other nations are still struggling just to contain the spread of the virus and they're in the midst of obsession. so as such, china now is essentially getting to our own. china has told the nation's 1st met,",1
238,https://archive.org/details/RT_20201120_103000_Boom_Bust#start/1447/end/1482,"that was the next question. and she said, i don't know. and she answered several times saying, i don't know. and as he continued to persist, she finally said, i believe we have an office in iran, that's what she responded. look again, none of this passes the smell test. it is, it is nonsensical to believe and for,",1
239,https://archive.org/details/RT_20201120_103000_Boom_Bust#start/1771/end/1806,in a world transformed what will make you feel safe? isolation community? are you going the right way or are you being that direct? what is true?,6
240,https://archive.org/details/RT_20201120_103000_Boom_Bust#start/1831/end/1866,"a cut above french catholics hit the streets against a ban on all religious gatherings during the lockdown on worship or told us the movie raises, disturbing historical parallels.",5
241,https://archive.org/details/RT_20201120_173000_Boom_Bust#start/0/end/30,"in a world transformed what will make you feel safe from isolation, little community. are you going the right way or are you being led?",6
242,https://archive.org/details/RT_20201120_173000_Boom_Bust#start/293/end/328,"a surprise to anyone given the daily number of surges in new covert cases every single day. so unemployment is actually like an indicator, so we've been saying for weeks now that as we get further into this through season, the 2nd wave is going to be more apparent and stricter lockdowns emergence or parts",1
243,https://archive.org/details/RT_20201120_173000_Boom_Bust#start/523/end/558,"1st major economy to restore production and most of the nation services. so the economy is forecast to expand about 2 percent 2021, point 5 percent next year due to increase in domestic consumption. so meanwhile, most other nations are still struggling just to contain the spread of the virus and",1
244,https://archive.org/details/RT_20201120_173000_Boom_Bust#start/707/end/742,"issues in collecting and disperse that. so nowadays with the higher voltage, i suspect the forecast today is this greatly benefits the constraint to me. is there anything worth your more an important time over and meanwhile, do coronavirus is just a sure thing that is going to last just",1
245,https://archive.org/details/RT_20201120_173000_Boom_Bust#start/1433/end/1468,"that was the next question. and she said, i don't know. and she answered several times saying, i don't know. and as he continued to persist, she finally said, i believe we have an office in iran, that's what she responded. look again, none of this passes the smell test. it is, it is nonsensical to believe and for,",1
246,https://archive.org/details/RT_20201120_053000_CrossTalk#start/1173/end/1208,"a don't like them, you can't, can these kind of things be done? also, i want to reiterate counterterrorism and climate change. can these things be done in isolation and this relationship just, you know, laser focus on those things here and not to touch the rest of this toxic",0
247,https://archive.org/details/RT_20201120_053000_CrossTalk#start/1832/end/1867,000 0 french catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the move raises disturbing historical parallels in french history. this isn't the 1st,5
248,https://archive.org/details/RT_20201120_093000_CrossTalk#start/1159/end/1194,"it's people on the fringes a don't like them here. kim, kim, these kind of things be done. also, i want to reiterate counterterrorism and climate change. and these things be done in isolation, in this relationship just you know, laser focus on those things here and not touch the rest of the toxic relationship",0
249,https://archive.org/details/RT_20201120_093000_CrossTalk#start/1837/end/1872,french catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the move raises disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal or the churches have been,5
250,https://archive.org/details/RT_20201120_153000_CrossTalk#start/1122/end/1157,"in isolation and this we lation ship just, you know, laser focus on those things here and not touch the rest of the toxic relationship, but i think it's going to be toxic for at least another generation. how i think that is possible,",0
251,https://archive.org/details/RT_20201120_213000_CrossTalk#start/1162/end/1197,"their mutual benefit. and historically speaking, arms control agreements, people kind of like ok, i mean if you know you, people on the fringes, a don't like them here can, can these kind of things be done? also, i want to reiterate, counterterrorism and climate change can be things be done in isolation and this we",0
252,https://archive.org/details/RT_20201120_003000_Documentary#start/545/end/580,"chief stuff to get the job. every dog has to pass an exam and it doesn't just test the dog skills, but also the level of understanding between each of us. leo",0
253,https://archive.org/details/RT_20201120_043000_Documentary#start/561/end/596,did. miss. miss very stressed you get what you got to do. we used to be just going to move forward here stuff to get the job. every dog has to pass an exam and it doesn't just test the,0
254,https://archive.org/details/RT_20201120_043000_Documentary#start/837/end/872,"isolation or community? are you going the right way or are you being led away in a world corrupted, you need to descend to join us in the depths,",6
255,https://archive.org/details/RT_20201120_063000_Documentary#start/47/end/82,"isolation, community? are you going the right way or are you being led away? what is true? what is faith in a world corrupted?",6
256,https://archive.org/details/RT_20201120_063000_Documentary#start/1843/end/1878,"against a ban on all religious gatherings during the lockdown. told us the move raises, disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal or the churches have been locked up for",5
257,https://archive.org/details/RT_20201120_113000_Documentary#start/1843/end/1878,"french catholics hit the street against a ban on all religious gatherings during a lockdown on worship or told us to move recent, disturbing to store parallels in french history. this isn't the 1st time that going to mass has been considered illegal or the churches have been locked up for that",5
258,https://archive.org/details/RT_20201120_163000_Documentary#start/1831/end/1866,"to cut the budget, cut back. our friends kept the next friday against a pound of religious gatherings during the lockdown. amid a sudden covert cases. one washed up pointed to disturbing historical parallels in",1
259,https://archive.org/details/RT_20201120_040000_Keiser_Report#start/592/end/627,"were 1st, being talked about, a lot of the people in the other financial press were talking about in terms of all this is going to compete with bitcoin. but as we said at the time it is now citibank is agreeing with us that it actually causes people to panic, buy bitcoin,",0
260,https://archive.org/details/RT_20201120_040000_Keiser_Report#start/611/end/646,"because they realize that the central bank, digital currency will just be a way to one inflate the value of the money. michael saylor calls it the melting ice cube, and big gives them easier ways to confiscate wealth. so now there's a panic by bitcoin and we're seeing on the price action. the price action is",1
261,https://archive.org/details/RT_20201120_040000_Keiser_Report#start/626/end/661,"reflecting panic, buying and that panic buying is going to continue to panic. buying by not the ordinary public. you saw that 2017. you see in the google trends there was mass searching for a good point. how to buy the queen back in 2017,",1
262,https://archive.org/details/RT_20201120_040000_Keiser_Report#start/657/end/692,"they are the paul tudor jones. they are the stand druckenmiller is these are people with billions of dollars and it's hard to hang on to billions of michael saylor says he wakes up in cold sweats, thinking he doesn't have enough to claim he's clearly panic, buying decline. and so to anybody who's got any wealth that they want to preserve",1
263,https://archive.org/details/RT_20201120_040000_Keiser_Report#start/1123/end/1158,"they be the reality. that is my partner in because of a cigar and that's how i met he, he tell me a apple peach kind of and all they don't know, gee, that's left behind. much of the western world is in lockdown. and in the u.s.",0
264,https://archive.org/details/RT_20201120_040000_Keiser_Report#start/1157/end/1192,"situation like in mexico during the lockdown? what are you saying really happening on the ground there during this global crisis? well, actually because south the united states is east printing a lot of money. and mexico are meant, i think,",1
265,https://archive.org/details/RT_20201120_033000_Dennis_Miller__One#start/730/end/765,"i can't believe these guys had no mask. and you see them, they're diving left and right. even though the shots were in the same the stick. but i remember watching like on bobby always, he figured out a curve a stick him and send me cute and it would come down and roof it like goalies will",1
266,https://archive.org/details/RT_20201120_033000_Dennis_Miller__One#start/1736/end/1771,"isolation community? are you going the right way, or are you being that guy with what is true? what is in the world corrupted. you need to descend",6
267,https://archive.org/details/RT_20201120_073000_Dennis_Miller__One#start/794/end/829,"i can't believe these guys had no mask. and you see them, they're diving left and right. even though the shots were in the same the stick. but i remember watching like on bobby always, he figured out a curve a stick him and send me cute and he would come down and roof it like goalies will",1
268,https://archive.org/details/RT_20201120_073000_Dennis_Miller__One#start/811/end/846,"freak and he was shooting in their heads and they had no mask. could you imagine that's crazy? what we've been looking back a little in this 1st segment folks, but that's what i want to pick up in the 2nd segment. i want to talk about where the league goes from here. i want to talk about where the kings go from here. i",1
269,https://archive.org/details/RT_20201120_073000_Dennis_Miller__One#start/1830/end/1865,"but also to lug wrench catholics hit the streets against a ban. on all religious gatherings during the lockdown, one worshipper told us the move raises disturbing historical parallels in french",5
270,https://archive.org/details/RT_20201120_123000_Dennis_Miller__One#start/714/end/749,"a washy nhl no one to show an old games. i'm just like, i can't believe these guys had no mask and you see them, they're diving left and right. even though the shots weren't the same, the stick, but i remember watching like on bobby always figured out",1
271,https://archive.org/details/RT_20201120_123000_Dennis_Miller__One#start/818/end/853,"isolation or community? are you going the right way or are you being led away? what is true? what is faith? in a world corrupted,",6
272,https://archive.org/details/RT_20201120_123000_Dennis_Miller__One#start/1844/end/1879,"french catholics rally against a ban on religious gatherings? during the lockdown, amid a surge pointed to a disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal or the churches have bad luck. going to.",5
273,https://archive.org/details/RT_20201120_223000_Dennis_Miller__One#start/803/end/838,"i can't believe these guys had no mask and you see them, they're diving left and right. even though the shots were in the same the stick. but i remember watching like on bobby always he figured out a curve a stick him and send the key to newark, come down and roof it like goalies were freak and he was shooting at their heads",1
274,https://archive.org/details/RT_20201120_023000_Watching_the_Hawks#start/366/end/401,"and should be pest. but congress just can't seem to get out of its own way. and compromise seems to be a dirty word in a road less traveled. coronavirus continues to spread and jobless claims mount. the money is drying up and with poverty in hardship, just",1
275,https://archive.org/details/RT_20201120_023000_Watching_the_Hawks#start/757/end/792,"isolation or community? are you going the right way or are you being led away? what is true? what is faith? in a world corrupted,",6
276,https://archive.org/details/RT_20201120_023000_Watching_the_Hawks#start/1000/end/1035,"a lot different. travel advisories. a blot families from gathering remote learning is here to stay for a while. the need for counseling and mental health care p grows and the elderly are left in isolation. consumers are staying at home, small businesses and restaurants are suffering. and here to break down the facts of",1
277,https://archive.org/details/RT_20201120_023000_Watching_the_Hawks#start/1266/end/1301,"our normal society. because we're putting it under abnormal economic pressure. and i move out of d.c. for a minute, the economy, as you know, i shutter due to come in 1000 restrictions. lockdowns, a poor response from president trump. and we know the holidays are going to only",0
278,https://archive.org/details/RT_20201120_023000_Watching_the_Hawks#start/1691/end/1726,"in a world transformed what will make you feel safe, isolation community, are you going the right way or are you being led away? what is true?",6
279,https://archive.org/details/RT_20201120_133000_Watching_the_Hawks#start/653/end/688,and should be passed. but congress just can't seem to get out of its own way. and compromise seems to be a dirty word in a road less travelled. coronavirus continues to spread and jobless claims mount. the money is drying up and with poverty and hardship just,1
280,https://archive.org/details/RT_20201120_133000_Watching_the_Hawks#start/1204/end/1239,"is here to stay for a while. the need for counseling and mental health therapy grows and the elderly are left in isolation. consumers are staying at home, small businesses and restaurants are suffering. and here to break down the facts of the coburn $1000.00 holiday season is american economists and author,",1
281,https://archive.org/details/RT_20201120_133000_Watching_the_Hawks#start/1470/end/1505,"putting it under abnormal economic pressure. and i moved out of d.c. for a minute. the economy, as you know, i shutter due to come in $1000.00 restrictions lockdowns, a poor response from president trump. and we know the holidays are going to only exasperate these things. but what can the state do?",0
282,https://archive.org/details/RT_20201120_133000_Watching_the_Hawks#start/1842/end/1877,"french catholics rally against a ban on religious gatherings during the lockdown amid a surge in covert cases, one worshipper appointed to disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal for the churches",5
283,https://archive.org/details/RT_20201120_193000_Watching_the_Hawks#start/435/end/470,"compromise seems to be a dirty word in a road less traveled. coronavirus continues to spread and jobless claims mount. the money is drying up and with poverty in hardship. just a breath away. will congress do the right thing or fumble? man,",1
284,https://archive.org/details/RT_20201120_193000_Watching_the_Hawks#start/1107/end/1142,"a lot different. travel advisories. a blot families from gathering remote learning is here to stay for a while. the need for counseling and mental health care p grows and the elderly are left in isolation. consumers are staying at home, small businesses and restaurants are suffering. and here to break down the facts of",1
285,https://archive.org/details/RT_20201120_193000_Watching_the_Hawks#start/1381/end/1416,"for a minute. the economy, as you know, i shutter due to come in $1000.00 restrictions lockdowns, a poor response from president trump. and we know the holidays are going to only exasperate these things. but what can the state do? we know that, you know, a boat has voted differently from the top ballot on down. so there are people who",0
286,https://archive.org/details/RT_20201120_193000_Watching_the_Hawks#start/1629/end/1664,"isolation or community? are you going the right way or are you being direct? what is true? what is faith? in a world corrupted,",6
287,https://archive.org/details/RT_20201120_193000_Watching_the_Hawks#start/1833/end/1868,the country. i don't think any apologies enough to cut the budget cut the french complex rally against a pound on religious gatherings during the lockdown amid a sergeant code k.,1
288,https://archive.org/details/RT_20201120_030000_SophieCo._Visionaries#start/524/end/559,"winer world's climate change researchers and policymakers need to be alarmist on as issue. i mean, what does anyone stand to gain from staring panic? so i think there's a lot of things that cause it. let me take one example,",0
289,https://archive.org/details/RT_20201120_030000_SophieCo._Visionaries#start/653/end/688,"many fewer people actually being quite right. but for her question is his stance to panic. so media loves bad news media's dan. it's just simply, you know, if you, if you wrote",0
290,https://archive.org/details/RT_20201120_030000_SophieCo._Visionaries#start/810/end/845,"a problem. my point is to say we need to spend resources so that we fix this problem smartly. not incompetently and very, very expensive, which yet i also like i, it's hard to argue with your point about the fact that the panic usually leads nowhere or any results in bad decisions. in your opinion,",0
291,https://archive.org/details/RT_20201120_030000_SophieCo._Visionaries#start/1536/end/1571,"a colored related lockdowns to world has seen an unprecedented drop in carbon emissions everywhere. and we are, you know, we're all thinking actually at the moment that this is probably the world will not want to have that he openly state that the through these c o 2 emissions cuts where",0
292,https://archive.org/details/RT_20201120_083000_SophieCo._Visionaries#start/128/end/163,"change, but my guest today believes the panic is unnecessary or even groundless. a long board president of the copenhagen consensus visiting fellow at the hoover institution at stanford university. skeptical environmentalists joins me now.",0
293,https://archive.org/details/RT_20201120_083000_SophieCo._Visionaries#start/548/end/583,"winer world's climate change researchers and policymakers need to be alarmist on as issue. i mean, what has anyone stand to gain from staring panic? so i think there's a lot of things that cause it. let me take one example,",0
294,https://archive.org/details/RT_20201120_083000_SophieCo._Visionaries#start/679/end/714,"many fewer people actually being quite right. but the real question is, where is stands to gain from the panic? so, media loves bad news medias then it's just simply, you know, if you, if you wrote a story that says not much is going to happen with climate change. not many people",0
295,https://archive.org/details/RT_20201120_083000_SophieCo._Visionaries#start/843/end/878,"which yet i also like i, it's hard to argue with your point about the fact that the panic usually leads nowhere. and it results in bad decisions, in your opinion, what decisions about climate change have been particularly bad? so if you look at most of the solutions that we have right now,",0
296,https://archive.org/details/RT_20201120_083000_SophieCo._Visionaries#start/1574/end/1609,"by telling everyone. i'm sorry you have to do with much less, much more expensive energy. but it's not going to win over most people in the long run. yet turning a colored related lockdowns to world has seen an unprecedented stropping of carbon emissions everywhere. and we are, you know,",0
297,https://archive.org/details/RT_20201120_083000_SophieCo._Visionaries#start/1843/end/1878,french catholics hit the streets against a ban on all religious gatherings during the lockdown. one worshiper told us the move raises disturbing historical parallels in french history. this isn't the 1st time that going to mass has been considered illegal or the churches have been,5
298,https://archive.org/details/RT_20201120_143000_SophieCo._Visionaries#start/0/end/31,"well welcome to global institutions are taking time. that is the climate change. but my guess today, the panic unnecessary or even groundless. bjorn lomborg,",0
299,https://archive.org/details/RT_20201120_143000_SophieCo._Visionaries#start/559/end/594,"stands today from the panic. so media loves bad news media's dan. it's just simply, you know, if you, if you wrote a story that says not much is going to happen with climate change, not many people would click on it. if you say we're all going to die,",0
300,https://archive.org/details/RT_20201120_143000_SophieCo._Visionaries#start/714/end/749,"problem smartly. not incompetently and very, very expensive, which yet i also like i, it's hard to argue with your point about the fact that the panic usually leads nowhere or any results in bad decisions. in your opinion, what decisions about climate change have been particularly bad?",0
301,https://archive.org/details/RT_20201120_143000_SophieCo._Visionaries#start/1466/end/1501,"by telling everyone. i'm sorry you have to do with much less, much more expensive energy. but it's not going to win over most people in the long run. yet turning a colored related lockdowns to world has seen an unprecedented drop in carbon emissions everywhere. and we are, you know,",0
302,https://archive.org/details/RT_20201120_143000_SophieCo._Visionaries#start/1680/end/1715,is your media a reflection of reality? in the world transformed? what will make you feel safe from the isolation community?,6
